,ID,CommentsTokenizedStemmed
1759,2484,"['want', 'a', 'new', 'facepl', '.']"
1760,1820,"['handset', 'suck']"
1761,975,"['want', 'to', 'chang', 'address', '.']"
1762,2290,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1763,426,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1764,283,"['handset', 'suck']"
1765,2502,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1766,2135,"['want', 'to', 'add', 'anoth', 'phone', '.', 'contact', 'provis', '.']"
1767,148,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1768,3397,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1769,3782,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1770,1840,"['he', 'realli', 'think', 'the', 'recept', 'is', 'inadequ', 'everywher', 'but', 'on', 'the', 'highway', '.', 'want', 'to', 'know', 'when', 'this', 'will', 'be', 'fix', '?']"
1771,3253,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1772,775,"['want', 'to', 'know', 'when', 'we', 'will', 'unlimit', 'internet', 'minut', '.']"
1773,37,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1774,306,"['he', 'realli', 'think', 'the', 'recept', 'is', 'inadequ', 'everywher', 'but', 'on', 'the', 'highway', '.', 'want', 'to', 'know', 'when', 'this', 'will', 'be', 'fix', '?']"
1775,1303,"['the', 'custom', 'has', 'a', 'number', 'of', 'complaint', '.', 'his', 'major', 'issu', 'was', 'that', 'the', 'handset', 'button', 'were', 'hard', 'to', 'use', '.', 'he', 'was', 'not', 'happi', 'with', 'the', 'phone', 'at', 'all', '.']"
1776,2147,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1777,865,"['he', 'say', 'that', 'his', 'phone', 'work', 'fine', 'when', 'use', 'it', 'in', 'the', 'car', 'with', 'the', 'adapt', ',', 'but', 'the', 'batteri', 'perform', 'suck', '.', 'he', 'can', 'not', 'wait', 'to', 'chang', 'phone', '.', 'he', 'want', 'to', 'know', 'if', 'we', 'would', 'send', 'him', 'a', 'new', 'phone', '.']"
1778,3176,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1779,3291,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1780,1415,"['want', 'a', 'new', 'facepl', '.']"
1781,1979,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1782,2423,"['the', 'cleariti', 'of', 'the', 'call', 'was', 'bad', '.', 'way', 'too', 'much', 'static', 'on', 'the', 'handset', '.']"
1783,304,"['he', 'realli', 'think', 'the', 'recept', 'is', 'inadequ', 'everywher', 'but', 'on', 'the', 'highway', '.', 'want', 'to', 'know', 'when', 'this', 'will', 'be', 'fix', '?']"
1784,384,"['handset', 'suck']"
1785,1261,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1786,2598,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
1787,2975,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1788,358,"['want', 'a', 'differ', 'rate', 'plan', 'which', 'includ', 'roll', 'over', 'minut', '.', 'he', 'claim', 'that', 'we', 'are', 'not', 'as', 'competit', 'as', 'other', 'compani', '.']"
1789,2035,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1790,2821,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1791,895,"['handset', 'suck']"
1792,3298,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1793,623,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
1794,825,"['ask', 'about', 'coverag', 'in', 'los', 'angel', 'and', 'new', 'york', '.', 'is', 'afraid', 'that', 'he', 'will', 'be', 'out', 'of', 'network', 'when', 'travel', '.']"
1795,108,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1796,2207,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1797,419,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1798,2687,"['call', 'to', 'chang', 'his', 'address', 'and', 'see', 'if', 'he', 'could', 'get', 'a', 'new', 'number', 'sinc', 'he', 'is', 'move', 'to', 'a', 'differ', 'citi', '.']"
1799,286,"['transfer', 'to', 'manag', 'asap']"
1800,1297,"['his', 'phone', 'still', 'doe', 'not', 'work', 'proper', '.', 'he', 'can', 'not', 'understand', 'it', '.', 'his', 'last', 'phone', 'work', 'great', ',', 'but', 'this', 'phone', 'is', 'constan', 'drop', 'call', '.', 'he', 'ask', 'what', 'he', 'could', 'do', '?', 'he', 'realli', 'just', 'want', 'his', 'old', 'phone', 'back', 'at', 'this', 'point', '.']"
1801,564,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1802,518,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1803,2221,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1804,71,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1805,2106,"['want', 'to', 'add', 'addit', 'line', 'and', 'phone', 'for', 'his', 'kid', '.', 'i', 'creat', 'the', 'ticket', ',', 'but', 'dont', 'kno', 'when', 'someon', 'will', 'get', 'back', 'to', 'him', '.', 'he', 'ask', 'if', 'i', 'could', 'get', 'back', 'to', 'him', '.']"
1806,495,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1807,607,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
1808,2372,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1809,21,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1810,2452,"['want', 'more', 'inform', 'on', 'the', 'famili', 'plan', '.', 'also', 'ask', 'about', 'how', 'he', 'could', 'use', 'call', 'screen', '.']"
1811,3680,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1812,1263,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1813,1273,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1814,2124,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
1815,2367,"['lost', 'his', 'charger', 'and', 'want', 'to', 'know', 'where', 'he', 'can', 'anoth', 'asap', '.', 'i', 'suggest', 'local', 'store', '.']"
1816,857,"['want', 'to', 'kno', 'when', 'we', 'will', 'improv', 'our', 'coverag', 'area', '.', 'he', 'said', 'that', 'when', 'he', 'sign', 'up', 'last', 'year', 'we', 'told', 'him', 'that', 'there', 'would', 'more', 'coverag', 'within', 'the', 'year', '.', 'he', 'say', 'that', 'he', 'continu', 'to', 'roam', ',', 'and', 'is', 'rater', 'tire', 'of', 'pay', 'these', 'charg', '.', 'i', 'told', 'him', 'that', 'i', 'did']"
1817,648,"['get', 'realli', 'bad', 'recept', 'with', 'his', 'handset', '.', 'hope', 'this', 'will', 'improv', 'in', 'the', 'near', 'futur', '.', 'want', 'to', 'know', 'if', 'this', 'would', 'improv', 'if', 'he', 'switch', 'to', '3g', '.']"
1818,1268,"['phone', 'suck']"
1819,3297,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1820,621,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
1821,2959,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1822,2857,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1823,1714,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1824,3529,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1825,3720,"['want', 'a', 'new', 'facepl', '.']"
1826,2818,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1827,2243,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1828,2184,"['want', 'to', 'chang', 'address', '.']"
1829,807,"['he', 'doe', 'not', 'know', 'if', 'the', 'problem', 'are', 'relat', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'batteri', '.']"
1830,1944,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1831,3706,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1832,2276,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1833,2577,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1834,1375,"['he', 'call', 'and', 'said', 'someon', 'stole', 'his', 'phone', 'last', 'week', ',', 'but', 'he', 'did', 'not', 'notic', 'until', 'today', '.', 'he', 'doe', 'not', 'want', 'to', 'pay', 'for', 'ani', 'call', 'made', 'dure', 'the', 'last', 'week', '.', 'i', 'switch', 'him', 'to', 'the', 'supervisor', 'after', 'tell', 'him', 'our', 'polici', '.']"
1835,1508,"['realli', 'is', 'unhappi', 'with', 'the', 'websit', '.', 'claim', 'the', 'self', 'servic', 'stuff', 'doe', 'not', 'work', '.']"
1836,1684,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1837,2215,"['want', 'a', 'new', 'facepl', '.']"
1838,382,"['he', 'found', 'a', 'better', 'rate', 'and', 'no', 'contract', '.', 'he', 'said', 'he', 'cold', 'not', 'wait', 'until', 'his', 'contract', 'expir', '.']"
1839,466,"['want', 'to', 'chang', 'address', '.']"
1840,1256,"['i', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defect', 'from', 'the', 'day', 'i', 'bought', 'it', '.']"
1841,1493,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1842,1326,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1843,1021,"['need', 'help', 'with', 'basic', 'phone', 'usag', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'ask', 'for', 'some', 'help', '.']"
1844,796,"['handset', 'suck']"
1845,2506,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1846,54,"['i', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1847,2098,"['lost', 'his', 'charger', 'and', 'want', 'to', 'know', 'where', 'he', 'can', 'anoth', 'asap', '.', 'i', 'suggest', 'local', 'store', '.']"
1848,1007,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1849,80,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
1850,1314,"['he', 'doe', 'not', 'know', 'if', 'the', 'problem', 'are', 'relat', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'batteri', '.']"
1851,3656,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1852,1331,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1853,3523,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1854,3138,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1855,666,"['want', 'to', 'know', 'whi', 'the', 'rate', 'plan', 'is', 'so', 'hard', 'to', 'figur', 'out', '.', 'he', 'doe', 'not', 'believ', 'his', 'anytim', 'minut', 'are', 'be', 'subtract', 'proper', '.', 'he', 'want', 'to', 'speak', 'to', 'the', 'manag', 'asap', '.']"
1856,1528,"['want', 'to', 'get', 'an', 'addit', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', '.', 'forward', 'him', 'on', 'to', 'custom', 'care', '.']"
1857,810,"['want', 'a', 'new', 'number', 'becaus', 'he', 'keep', 'on', 'get', 'call', 'for', 'a', 'mr.', 'napeleon', 'leroy', '.']"
1858,1838,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1859,2308,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1860,3432,"['lost', 'the', 'direct', 'to', 'phone', 'and', 'want', 'anoth', 'manual', '.', 'i', 'refer', 'him', 'to', 'web', 'site', '.']"
1861,1111,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1862,2270,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1863,678,"['he', 'lost', 'his', 'phone', 'and', 'call', 'to', 'cancel', 'servic', '.', 'i', 'told', 'him', 'we', 'would', 'suspend', 'until', 'we', 'hear', 'back', 'from', 'him', '.', 'he', 'will', 'contact', 'us', 'soon', '.']"
1864,3036,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1865,3539,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1866,2792,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1867,240,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1868,1287,"['want', 'to', 'know', 'when', 'we', 'will', 'unlimit', 'internet', 'minut', '.']"
1869,1640,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
1870,1227,"['he', 'did', 'not', 'realiz', 'that', 'chang', 'his', 'rate', 'plan', 'effect', 'the', 'date', 'on', 'his', 'contract', '.', 'when', 'he', 'found', 'that', 'out', 'he', 'could', 'not', 'wait', 'till', 'his', 'contract', 'end', '.']"
1871,3410,"['the', 'signal', 'on', 'my', 'handset', 'was', 'alway', 'weak', '.', 'even', 'when', 'i', 'replac', 'the', 'batteri', '.']"
1872,35,"['said', 'his', 'batteri', 'never', 'has', 'work', 'well', '.', 'want', 'a', 'new', 'phone', 'asap', '.']"
1873,1429,"['need', 'help', 'figur', 'out', 'his', 'bill', '.', 'i', 'explain', 'our', 'minut', 'charg', '.']"
1874,2024,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1875,1079,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
1876,3294,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1877,2860,"['cant', 'get', 'his', 'call', 'forward', 'to', 'work', '.', 'i', 'should', 'him', 'how', 'and', 'how', 'to', 'get', 'a', 'coupl', 'of', 'other', 'featur', 'to', 'work', '.', 'i', 'also', 'point', 'him', 'to', 'the', 'web', 'site', '.']"
1878,1999,"['want', 'to', 'chang', 'address', '.']"
1879,968,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1880,1315,"['veri', 'unhappi', 'with', 'new', 'phone', 'becaus', 'it', 'doe', 'not', 'use', 'a', 'simm', 'chip', '.', 'he', 'say', 'he', 'wll', 'have', 'to', 'reenter', 'all', 'his', 'inform', 'in', 'his', 'phone', 'book', 'and', 'he', 'find', 'that', 'a', 'wast', 'of', 'time', '.', 'claim', 'other', 'compani', 'use', 'simm', 'to', 'make', 'this', 'easier', 'with', 'their', 'phone', '.']"
1881,2839,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1882,3516,"['want', 'to', 'add', 'addit', 'line', 'for', 'famili', '.', 'need', 'more', 'info', 'on', 'rate', '.']"
1883,3508,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1884,341,"['handset', 'suck']"
1885,1035,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1886,1867,"['transfer', 'to', 'manag', 'asap']"
1887,2520,"['want', 'to', 'add', 'addit', 'line', 'for', 'famili', '.', 'need', 'more', 'info', 'on', 'rate', '.']"
1888,1925,"['want', 'to', 'know', 'how', 'to', 'do', 'text', 'messag', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1889,460,"['want', 'to', 'chang', 'address', '.']"
1890,1000,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1891,273,"['his', 'phone', 'still', 'doe', 'not', 'work', 'proper', '.', 'he', 'can', 'not', 'understand', 'it', '.', 'his', 'last', 'phone', 'work', 'great', ',', 'but', 'this', 'phone', 'is', 'constan', 'drop', 'call', '.', 'he', 'ask', 'what', 'he', 'could', 'do', '?', 'he', 'realli', 'just', 'want', 'his', 'old', 'phone', 'back', 'at', 'this', 'point', '.']"
1892,870,"['want', 'a', 'differ', 'rate', 'plan', 'which', 'includ', 'roll', 'over', 'minut', '.', 'he', 'claim', 'that', 'we', 'are', 'not', 'as', 'competit', 'as', 'other', 'compani', '.']"
1893,133,"['he', 'found', 'a', 'better', 'rate', 'and', 'no', 'contract', '.', 'he', 'said', 'he', 'cold', 'not', 'wait', 'until', 'his', 'contract', 'expir', '.']"
1894,73,"['the', 'batteri', 'has', 'never', 'work', 'right', '.', 'he', 'say', 'he', 'cant', 'use', 'the', 'phone', 'much', 'sinc', 'the', 'batteri', 'die', 'so', 'often', '.', 'want', 'to', 'know', 'if', 'this', 'is', 'a', 'problem', 'with', 'his', 'phone', 'and', 'if', 'there', 'are', 'other', 'batteri', 'he', 'can', 'tri', '.', 'i', 'refer', 'him', 'to', 'web', 'site', '.']"
1895,1853,"['he', 'claim', 'that', 'the', 'charger', 'never', 'realli', 'work', 'veri', 'well', '.', 'as', 'a', 'result', 'the', 'phone', 'was', 'alway', 'die', 'on', 'him', '.', 'he', 'could', 'not', 'wait', 'to', 'get', 'out', 'of', 'his', 'current', 'contract', '.']"
1896,2353,"['want', 'to', 'chang', 'address', '.']"
1897,3784,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1898,750,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1899,3653,"['i', 'suspect', 'that', 'the', 'handset', 'on', 'my', 'phone', 'was', 'defect', 'from', 'the', 'day', 'i', 'bought', 'it', '.']"
1900,1445,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1901,2825,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1902,215,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1903,1870,"['transfer', 'to', 'manag', 'asap']"
1904,3194,"['he', 'ask', 'for', 'a', 'new', 'phone', 'number', '.', 'i', 'refer', 'him', 'to', 'custom', 'care', '.']"
1905,3239,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1906,2148,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1907,421,"['ask', 'about', 'how', 'to', 'chang', 'his', 'ring', 'tone', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1908,2131,"['hope', 'to', 'get', 'an', 'additon', 'line', 'work', 'by', 'the', 'end', 'of', 'the', 'week', 'for', 'his', 'wife', '.']"
1909,63,"['he', 'expect', 'signific', 'better', 'technic', 'support', '.']"
1910,896,"['handset', 'suck']"
1911,350,"['the', 'custom', 'is', 'realli', 'unhappi', 'with', 'his', 'internet', 'connect', '.', 'he', 'say', 'the', 'way', 'we', 'charg', 'is', 'substant', 'higher', 'comapr', 'to', 'the', 'competit', '.', 'want', 'to', 'know', 'when', 'we', 'will', 'chang', 'our', 'rate', 'or', 'if', 'there', 'are', 'other', 'option', 'for', 'someon', 'who', 'use', 'it', 'a', 'lot', '.']"
1912,1278,"['hochi', 'momma']"
1913,1581,"['ask', 'how', 'to', 'disabl', 'call', 'wait', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1914,802,"['he', 'doe', 'not', 'know', 'if', 'the', 'problem', 'are', 'relat', 'to', 'the', 'phone', 'or', 'if', 'it', 'is', 'just', 'the', 'batteri', '.']"
1915,3268,"['call', 'about', 'new', 'plan', '.', 'might', 'switch', 'soon', '.', 'want', 'more', 'minut', '.']"
1916,1030,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1917,1680,"['want', 'to', 'add', 'addit', 'line', 'and', 'phone', 'for', 'his', 'kid', '.', 'i', 'creat', 'the', 'ticket', ',', 'but', 'dont', 'kno', 'when', 'someon', 'will', 'get', 'back', 'to', 'him', '.', 'he', 'ask', 'if', 'i', 'could', 'get', 'back', 'to', 'him', '.']"
1918,1734,"['want', 'inform', 'on', 'our', 'internet', 'servic', '.', 'refer', 'him', 'to', 'web', 'site', '.']"
1919,68,"['doe', 'not', 'understand', 'whi', 'his', 'phone', 'die', 'everytim', 'he', 'get', 'to', 'a', 'certain', 'intersect', '.', 'i', 'explain', 'the', 'concept', 'of', 'tower', 'and', 'whole', 'in', 'coverag', '.', 'he', 'said', 'that', 'the', 'sale', 'person', 'never', 'told', 'him', 'about', 'this', '.', 'he', 'want', 'to', 'know', 'when', 'we', 'would', 'fix', 'such', 'hole', '.']"
1920,2586,"['need', 'help', 'learn', 'how', 'to', 'use', 'the', 'phone', '.', 'i', 'suggest', 'he', 'go', 'back', 'to', 'the', 'store', 'and', 'have', 'the', 'rep', 'teach', 'him', '.']"
1921,1264,"['want', 'to', 'know', 'the', 'nearest', 'store', 'locat', '.', 'want', 'to', 'buy', 'addit', 'accessori', '.']"
1922,2451,"['want', 'to', 'chang', 'rate', 'plan', 'to', 'get', 'famili', 'all', 'on', 'same', 'bill', '.', 'i', 'transfer', 'him', 'to', 'custom', 'care', '.']"
1923,394,"['want', 'a', 'new', 'facepl', '.']"
1924,266,"['he', 'ask', 'us', 'to', 'pleas', 'take', 'him', 'off', 'the', 'outbound', 'call', 'list', '.', 'in', 'addit', 'want', 'to', 'chang', 'rate', 'plan', 'at', 'the', 'end', 'of', 'the', 'year', '.']"
